date,actuals.cases,actuals.deaths,metrics.caseDensity,metrics.testPositivityRatio,cdcTransmissionLevel,riskLevels.caseDensity,riskLevels.overall,metrics.vaccinationsCompletedRatio,metrics.vaccinationsInitiatedRatio
2020-09-23,6890142.0,200600.0,57933.4,0.07007750472589791,0.6931947460957699,0.34405833074775055,0.36082842072603166,0.05244152595372108,0.1170569105691057
2020-09-24,6935177.0,201470.0,58651.8,0.07017088846880908,0.6921605129796257,0.34799875892026066,0.3649860378529321,0.05244152595372108,0.1170569105691057
2020-09-25,6984977.0,202308.0,59353.2,0.07039168241965973,0.6912038473471921,0.34993794601303135,0.3668631709587341,0.05244152595372108,0.1170569105691057
2020-09-26,7027514.0,203071.0,59672.4,0.07025633270321362,0.6950046540490227,0.3519391870927708,0.36839900713620854,0.05244152595372108,0.1170569105691057
2020-09-27,7064694.0,203329.0,59944.7,0.07094102079395086,0.6979780742579378,0.3507911883338505,0.3687403040645362,0.05244152595372108,0.1170569105691057
2020-09-28,7101736.0,203673.0,60125.8,0.07099659735349717,0.6995035681042507,0.3523425380080671,0.36982624883648774,0.05244152595372108,0.1170569105691057
2020-09-29,7145238.0,204581.0,61178.8,0.0717523629489603,0.705114282759334,0.35668631709587345,0.3739062984796774,0.05244152595372108,0.1170569105691057
2020-09-30,7187847.0,205566.0,61453.0,0.07269413988657845,0.7104922949632847,0.35856345020167546,0.3764660254421347,0.05244152595372108,0.1170569105691057
2020-10-01,7234037.0,206426.0,62128.4,0.07276824196597353,0.712586617023477,0.3603630158237667,0.37817251008377295,0.05244152595372108,0.1170569105691057
2020-10-02,7285044.0,207264.0,62384.8,0.07322419659735349,0.7165167028648258,0.3625814458578964,0.3808873720136519,0.05244152595372108,0.1170569105691057
2020-10-03,7331500.0,207967.0,63203.1,0.0737304347826087,0.7255920984589928,0.36605646912814155,0.3840366118523115,0.05244152595372108,0.1170569105691057
2020-10-04,7366438.0,208296.0,63258.2,0.07416710775047258,0.7256179542868962,0.36600992863791504,0.3847502327024512,0.05244152595372108,0.1170569105691057
2020-10-05,7428105.0,208700.0,64219.0,0.07478601134215501,0.7319784879511841,0.3689885200124108,0.38768228358672047,0.05244152595372108,0.1170569105691057
2020-10-06,7470672.0,209427.0,65084.9,0.07547863894139886,0.7350294756438102,0.3715637604716104,0.3906608749612163,0.05244152595372108,0.1170569105691057
2020-10-07,7522830.0,210384.0,66737.5,0.07651455576559546,0.7416227117592306,0.3757368910952529,0.39474092460440585,0.05244152595372108,0.1170569105691057
2020-10-08,7579117.0,211314.0,69039.9,0.07761550094517959,0.7521460337159995,0.3821284517530252,0.40068259385665533,0.05244152595372108,0.1170569105691057
