date,actuals.cases,actuals.deaths,metrics.deathDensity,metrics.caseDensity,metrics.testPositivityRatio,cdcTransmissionLevel,riskLevels.caseDensity,riskLevels.overall,metrics.vaccinationsCompletedRatio,metrics.vaccinationsInitiatedRatio
2021-05-11,32432386.0,578957.0,6.241109926425716,34867.3,0.05243229334191058,0.6054469273743017,0.2667804676184565,0.2839075108628182,0.2944540098199673,0.35304615384615384
2021-05-12,32470316.0,579810.0,6.2507644039168255,34213.9,0.05137182373753619,0.5952824332712601,0.26372336023174014,0.2792054624456859,0.29661342062193125,0.3541587561374795
2021-05-13,32515407.0,580575.0,6.25577481497033,33203.6,0.04966934705693149,0.584471342851231,0.2591299399958618,0.2740844196151459,0.29910441898527007,0.3555109656301146
2021-05-14,32551007.0,581304.0,6.260758614832636,31893.5,0.04901769057574783,0.5718497827436375,0.2507241878750259,0.2651665632112559,0.3014360065466449,0.3567836333878887
2021-05-15,32577800.0,581863.0,6.265002521065296,30973.7,0.04819009327758122,0.5619697910200703,0.24598593006414238,0.26053693358162633,0.30414893617021277,0.3586386252045827
2021-05-16,32594023.0,582168.0,6.26664306798786,30384.7,0.048079446767449345,0.5550382785019656,0.24359611007655702,0.2587057728119181,0.30563731587561377,0.3597119476268413
2021-05-17,32621993.0,582538.0,6.266386314420683,29977.4,0.04737053715020907,0.5442530519346161,0.24133043658183326,0.2563625077591558,0.30669165302782325,0.36058036006546645
2021-05-18,32648829.0,583387.0,6.27807534503058,29279.0,0.04684850434223223,0.5338299193047796,0.23645768673701634,0.25181564245810056,0.30818887070376433,0.361863829787234
2021-05-19,32678184.0,584056.0,6.283886469719857,28705.5,0.046644580250884526,0.5244154769294433,0.2331057314297538,0.2490482102213946,0.3100798690671031,0.36348772504091653
2021-05-20,32707052.0,584697.0,6.290603281316414,28224.2,0.04625442264393696,0.5196565280364163,0.23019863438857854,0.2463428512311194,0.3121489361702128,0.3652972176759411
2021-05-21,32735201.0,585381.0,6.2969421973463895,27571.6,0.04604117079446767,0.507836747361887,0.22537243947858476,0.2406631491827023,0.31450147299509,0.3674199672667758
2021-05-22,32753408.0,585857.0,6.300849236613254,26669.9,0.046400771952396266,0.5028967515001034,0.22262569832402238,0.23807159114421686,0.31657643207855973,0.36924091653027824
2021-05-23,32767648.0,586062.0,6.302726044336604,26135.7,0.046152138951431325,0.49498241258017794,0.22053589902751916,0.23556797020484171,0.3180409165302782,0.3705152209492635
2021-05-24,32793855.0,586492.0,6.310889275555061,25554.7,0.045550981022836924,0.486524932753983,0.21733912683633358,0.2325884543761639,0.31899116202945993,0.37145793780687403
2021-05-25,32816146.0,587187.0,6.317462835889904,24918.4,0.04514699260212287,0.48055038278501966,0.2144216842540865,0.22991930477963998,0.3202716857610474,0.37261505728314237
2021-05-26,32839919.0,588154.0,6.333195979133875,23816.9,0.044579929237697005,0.46632526381129735,0.2075522449824126,0.22292571901510452,0.3216343698854337,0.37383600654664484
2021-05-27,32866997.0,589489.0,6.343330672102304,22881.1,0.04432261177227405,0.45737637078419197,0.20350196565280365,0.21903062280157254,0.3233466448445172,0.37528707037643205
2021-05-28,32890316.0,590231.0,6.3650082529591865,21896.2,0.043817304599549696,0.4444961721498034,0.20068280571073868,0.21644423753362302,0.3249054009819967,0.37654500818330605
2021-05-29,32901886.0,590571.0,6.368425043706082,20962.5,0.04285944033451271,0.4349524105110697,0.19714980343471963,0.21270949720670393,0.3264759410801964,0.3778454991816694
2021-05-30,32909268.0,590713.0,6.3697081159570565,20112.8,0.042621421678996456,0.4214514794123732,0.19226153527829506,0.2080384854127871,0.32735941080196396,0.37864451718494274
2021-05-31,32914351.0,590842.0,6.371000905757151,19319.6,0.04219781280154391,0.4114421684254086,0.18869232360852473,0.20447961928408856,0.3278350245499182,0.3793666121112929
2021-06-01,32936488.0,591347.0,6.379151436005328,17774.7,0.042703119974268254,0.3974756879784812,0.1793761638733706,0.1973205048624043,0.32852078559738135,0.3798559738134206
2021-06-02,32953963.0,591937.0,6.385448255061193,16903.8,0.041786104856867165,0.3839488930271053,0.1750620732464308,0.19285123111938754,0.3296720130932897,0.38069525368248774
2021-06-03,32973533.0,592559.0,6.391585943401976,16154.4,0.04032872306207784,0.37021518725429337,0.17383095385888683,0.1898613697496379,0.33084517184942713,0.3816847790507365
2021-06-04,32952087.0,592686.0,6.399251597462131,15941.7,0.039436796397555485,0.3632836747361887,0.17112042209807574,0.18754914132009107,0.3323669394435352,0.3829076923076923
2021-06-05,32962760.0,593058.0,6.402524643992229,15853.9,0.03893920874879382,0.35702462238775085,0.16979102007034969,0.1862042209807573,0.3336621931260229,0.38391980360065464
